Name	Group	SubGroup	Rank	Type	Macrotaxonomy	ShipCap	MoveSpeed	Metal	Crystal	BuildTime	Energy	AmmoType	Damage	Number	Reload	Range	Hull	Armor	Health	Engine	BonusType	Ability	Immunities	Memo	lol
Spire Blade Mark III	Spire Blade Spawner	Spire Blade	3		Fleet Ships	1	"1,220"	"50,000"	"50,000"	06:57	0	Blades	"300,000"	1	1	0	Close-Combat	"40,000"	"90,000"			"自動消耗(0:15)　Stand-Down中は自動消耗停止　自動攻撃(範囲2,000,000,000)　ワームホール使用不可　防御貫通(999,999)　攻撃時に自分にもダメージ"	Dark Matter弾　Fusion Cutter攻撃　速度強化　トラクタービーム　鹵獲　麻痺攻撃　フォースフィールド　即死　修理	操作不可	lol
Spire Blade Mark IV	Spire Blade Spawner	Spire Blade	4		Fleet Ships	1	"1,220"	"50,000"	"50,000"	06:57	0	Blades	"400,000"	1	1	0	Close-Combat	"40,000"	"120,000"			"自動消耗(0:15)　Stand-Down中は自動消耗停止　自動攻撃(範囲2,000,000,000)　ワームホール使用不可　防御貫通(999,999)　攻撃時に自分にもダメージ"	Dark Matter弾　Fusion Cutter攻撃　速度強化　トラクタービーム　鹵獲　麻痺攻撃　フォースフィールド　即死　修理	操作不可	lol
Spire Blade Mark V	Spire Blade Spawner	Spire Blade	5		Fleet Ships	1	"1,220"	"50,000"	"50,000"	06:57	0	Blades	"500,000"	1	1	0	Close-Combat	"40,000"	"150,000"			"自動消耗(0:15)　Stand-Down中は自動消耗停止　自動攻撃(範囲2,000,000,000)　ワームホール使用不可　防御貫通(999,999)　攻撃時に自分にもダメージ"	Dark Matter弾　Fusion Cutter攻撃　速度強化　トラクタービーム　鹵獲　麻痺攻撃　フォースフィールド　核攻撃　即死　EMP　修理	操作不可	lol
Spire Gravity Drain	Spire Gravity Drain	Spire Gravity Drain	1		Fleet Ships	48	48	"1,000"	"2,000"	00:17	400	Laser	"33,200"	1	8	"2,000"	Composite	0	"214,000"	"100,000"		"重力波(速度上限68、射程8,000)　防御貫通(999,999)"	鹵獲　麻痺攻撃		lol
Spire Gravity Drain Mark II	Spire Gravity Drain	Spire Gravity Drain	2		Fleet Ships	48	48	"2,000"	"4,000"	00:34	800	Laser	"66,800"	1	8	"2,000"	Composite	0	"428,000"	"100,000"		"重力波(速度上限56、射程8,000)　防御貫通(999,999)"	鹵獲　麻痺攻撃		lol
Spire Gravity Drain Mark III	Spire Gravity Drain	Spire Gravity Drain	3		Fleet Ships	48	48	"4,000"	"8,000"	01:07	800	Laser	"100,000"	1	8	"2,000"	Composite	0	"640,000"	"100,000"		"重力波(速度上限44、射程8,000)　防御貫通(999,999)"	鹵獲　麻痺攻撃		lol
Spire Gravity Drain Mark IV	Spire Gravity Drain	Spire Gravity Drain	4		Fleet Ships	48	48	"6,000"	"12,000"	01:40	800	Laser	"133,600"	1	8	"2,000"	Composite	0	"850,000"	"100,000"		"重力波(速度上限32、射程8,000)　防御貫通(999,999)"	鹵獲　麻痺攻撃		lol
Spire Gravity Drain Mark V	Spire Gravity Drain	Spire Gravity Drain	5		Fleet Ships	48	48	"8,000"	"16,000"	02:14	800	Laser	"166,000"	1	8	"2,000"	Composite	0	"1,070,000"	"100,000"		"重力波(速度上限20、射程8,000)　防御貫通(999,999)"	鹵獲　麻痺攻撃　核攻撃　EMP		lol
Spire Gravity Ripper	Spire Gravity Ripper	Spire Gravity Ripper	1		Fleet Ships	48	52	"2,000"	"1,000"	00:17	300	Energy Burst	"8,160"	1	2	"2,000"	Composite	0	"428,000"	"100,000"			鹵獲　麻痺攻撃	攻撃対象の移動を瞬間的に停止	lol
Spire Gravity Ripper Mark II	Spire Gravity Ripper	Spire Gravity Ripper	2		Fleet Ships	48	52	"4,000"	"2,000"	00:34	600	Energy Burst	"16,200"	1	2	"2,000"	Composite	0	"850,000"	"100,000"			鹵獲　麻痺攻撃	攻撃対象の移動を瞬間的に停止	lol
Spire Gravity Ripper Mark III	Spire Gravity Ripper	Spire Gravity Ripper	3		Fleet Ships	48	52	"8,000"	"4,000"	01:07	600	Energy Burst	"24,400"	1	2	"2,000"	Composite	0	"1,280,000"	"100,000"			鹵獲　麻痺攻撃	攻撃対象の移動を瞬間的に停止	lol
Spire Gravity Ripper Mark IV	Spire Gravity Ripper	Spire Gravity Ripper	4		Fleet Ships	48	52	"12,000"	"6,000"	01:40	600	Energy Burst	"32,400"	1	2	"2,000"	Composite	0	"1,700,000"	"100,000"			鹵獲　麻痺攻撃	攻撃対象の移動を瞬間的に停止	lol
Spire Gravity Ripper Mark V	Spire Gravity Ripper	Spire Gravity Ripper	5		Fleet Ships	48	52	"16,000"	"8,000"	02:14	600	Energy Burst	"40,800"	1	2	"2,000"	Composite	0	"2,140,000"	"100,000"			鹵獲　麻痺攻撃　核攻撃　EMP	攻撃対象の移動を瞬間的に停止	lol
Spire Maw	Spire Maw	Spire Maw	1		Fleet Ships	5	56	"25,000"	0	03:29	"1,000"	Shell	"2,800"	9	2	"4,000"	Ultra-Heavy	0	"2,100,000"	"100,000"		格納(50)	Fusion Cutter攻撃　鹵獲　麻痺攻撃　丸呑み　即死	5秒ごとに付近の敵艦を丸呑みし徐々に消化	lol
Spire Maw Mark II	Spire Maw	Spire Maw	2		Fleet Ships	5	56	"50,000"	0	06:57	"2,000"	Shell	"5,600"	9	2	"4,000"	Ultra-Heavy	0	"4,200,000"	"100,000"		格納(100)	Fusion Cutter攻撃　鹵獲　麻痺攻撃　丸呑み　即死	4秒ごとに付近の敵艦を丸呑みし徐々に消化	lol
Spire Maw Mark III	Spire Maw	Spire Maw	3		Fleet Ships	5	56	"100,000"	0	13:54	"2,000"	Shell	"8,400"	9	2	"4,000"	Ultra-Heavy	0	"6,300,000"	"100,000"		格納(150)	Fusion Cutter攻撃　鹵獲　麻痺攻撃　丸呑み　即死	3秒ごとに付近の敵艦を丸呑みし徐々に消化	lol
Spire Maw Mark IV	Spire Maw	Spire Maw	4		Fleet Ships	5	56	"150,000"	0	20:50	"2,000"	Shell	"11,200"	9	2	"4,000"	Ultra-Heavy	0	"8,400,000"	"100,000"		格納(200)	Fusion Cutter攻撃　鹵獲　麻痺攻撃　丸呑み　即死	2秒ごとに付近の敵艦を丸呑みし徐々に消化	lol
Spire Maw Mark V	Spire Maw	Spire Maw	5		Fleet Ships	5	56	"200,000"	0	27:47	"2,000"	Shell	"14,000"	9	2	"4,000"	Ultra-Heavy	0	"10,500,000"	"100,000"		格納(250)	Fusion Cutter攻撃　鹵獲　麻痺攻撃　丸呑み　核攻撃　即死　EMP	1秒ごとに付近の敵艦を丸呑みし徐々に消化	lol
Spire Mini Ram	Spire Mini Ram	Spire Mini Ram	1		Fleet Ships	20	56	"3,000"	0	00:25	100	Ram	"780,000"	1	0	0	Heavy	0	"408,000"		Command-Grade(x0.001)　Structural(x3)	"自動攻撃(範囲2,000)　攻撃時に自分にもダメージ"	狙撃　トラクタービーム　鹵獲　麻痺攻撃　フォースフィールド　機雷		lol
Spire Mini Ram Mark II	Spire Mini Ram	Spire Mini Ram	2		Fleet Ships	20	56	"6,000"	0	00:50	200	Ram	"1,560,000"	1	0	0	Heavy	0	"818,000"		Command-Grade(x0.001)　Structural(x3)	"自動攻撃(範囲2,000)　攻撃時に自分にもダメージ"	狙撃　トラクタービーム　鹵獲　麻痺攻撃　フォースフィールド　機雷		lol
Spire Mini Ram Mark III	Spire Mini Ram	Spire Mini Ram	3		Fleet Ships	20	56	"12,000"	0	01:40	200	Ram	"2,320,000"	1	0	0	Heavy	0	"1,220,000"		Command-Grade(x0.001)　Structural(x3)	"自動攻撃(範囲2,000)　攻撃時に自分にもダメージ"	狙撃　トラクタービーム　鹵獲　麻痺攻撃　フォースフィールド　機雷		lol
Spire Mini Ram Mark IV	Spire Mini Ram	Spire Mini Ram	4		Fleet Ships	20	56	"18,000"	0	02:30	200	Ram	"3,120,000"	1	0	0	Heavy	0	"1,630,000"		Command-Grade(x0.001)　Structural(x3)	"自動攻撃(範囲2,000)　攻撃時に自分にもダメージ"	狙撃　トラクタービーム　鹵獲　麻痺攻撃　フォースフィールド　機雷		lol
Spire Mini Ram Mark V	Spire Mini Ram	Spire Mini Ram	5		Fleet Ships	20	56	"24,000"	0	03:20	200	Ram	"3,880,000"	1	0	0	Heavy	0	"2,040,000"		Command-Grade(x0.001)　Structural(x3)	"自動攻撃(範囲2,000)　攻撃時に自分にもダメージ"	狙撃　トラクタービーム　鹵獲　麻痺攻撃　フォースフィールド　核攻撃　EMP　機雷		lol
Spire Railcluster	Spire Railcluster	Spire Railcluster	1		Fleet Ships	5	64	"8,000"	"10,000"	01:24	"2,000"	Railgun	"5,500"	20	4	"6,000"	Composite	600	"3,350,000"	"10,000"	Close-Combat(x5)　Light(x5)　Swarmer(x5)　Ultra-Light(x5)		鹵獲　麻痺攻撃　即死		lol
Spire Railcluster II	Spire Railcluster	Spire Railcluster	2		Fleet Ships	5	64	"16,000"	"20,000"	02:47	"4,000"	Railgun	"11,000"	20	4	"6,000"	Composite	"1,200"	"6,700,000"	"10,000"	Close-Combat(x5)　Light(x5)　Swarmer(x5)　Ultra-Light(x5)		鹵獲　麻痺攻撃　即死		lol
Spire Railcluster III	Spire Railcluster	Spire Railcluster	3		Fleet Ships	5	64	"32,000"	"40,000"	05:34	"4,000"	Railgun	"16,400"	20	4	"6,000"	Composite	"1,800"	"10,000,000"	"10,000"	Close-Combat(x5)　Light(x5)　Swarmer(x5)　Ultra-Light(x5)		鹵獲　麻痺攻撃　即死		lol
Spire Railcluster IV	Spire Railcluster	Spire Railcluster	4		Fleet Ships	5	64	"48,000"	"60,000"	08:20	"4,000"	Railgun	"22,000"	20	4	"6,000"	Composite	"2,400"	"13,400,000"	"10,000"	Close-Combat(x5)　Light(x5)　Swarmer(x5)　Ultra-Light(x5)		鹵獲　麻痺攻撃　即死		lol
Core Spire Railcluster	Spire Railcluster	Spire Railcluster	5		Fleet Ships	5	64	"64,000"	"80,000"	11:07	"4,000"	Railgun	"27,400"	20	4	"6,000"	Composite	"3,000"	"16,800,000"	"10,000"	Close-Combat(x5)　Light(x5)　Swarmer(x5)　Ultra-Light(x5)		鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Spire Stealth Battleship	Spire Stealth Battleship	Spire Stealth Battleship	1		Fleet Ships	5	52	"16,000"	"6,000"	02:14	"1,000"	Flame Wave	"8,000"	9	2	"7,000"	Ultra-Heavy	0	"1,920,000"	"100,000"	Composite(x1.4)　Structural(x1.4)	"クローク機能　レーダー妨害(10,000)"	Fusion Cutter攻撃　鹵獲　麻痺攻撃　即死		lol
Spire Stealth Battleship Mark II	Spire Stealth Battleship	Spire Stealth Battleship	2		Fleet Ships	5	52	"32,000"	"12,000"	04:27	"2,000"	Flame Wave	"16,000"	9	2	"7,000"	Ultra-Heavy	0	"3,850,000"	"100,000"	Composite(x1.4)　Structural(x1.4)	"クローク機能　レーダー妨害(10,000)"	Fusion Cutter攻撃　鹵獲　麻痺攻撃　即死		lol
Spire Stealth Battleship Mark III	Spire Stealth Battleship	Spire Stealth Battleship	3		Fleet Ships	5	52	"64,000"	"24,000"	08:54	"2,000"	Flame Wave	"24,000"	9	2	"7,000"	Ultra-Heavy	0	"5,750,000"	"100,000"	Composite(x1.4)　Structural(x1.4)	"クローク機能　レーダー妨害(10,000)"	Fusion Cutter攻撃　鹵獲　麻痺攻撃　即死		lol
Spire Stealth Battleship Mark IV	Spire Stealth Battleship	Spire Stealth Battleship	4		Fleet Ships	5	52	"95,000"	"35,000"	13:12	"2,000"	Flame Wave	"32,000"	9	2	"7,000"	Ultra-Heavy	0	"7,700,000"	"100,000"	Composite(x1.4)　Structural(x1.4)	"クローク機能　レーダー妨害(10,000)"	Fusion Cutter攻撃　鹵獲　麻痺攻撃　即死		lol
Spire Stealth Battleship Mark V	Spire Stealth Battleship	Spire Stealth Battleship	5		Fleet Ships	5	52	"125,000"	"48,000"	17:22	"2,000"	Flame Wave	"40,000"	9	2	"7,000"	Ultra-Heavy	0	"9,600,000"	"100,000"	Composite(x1.4)　Structural(x1.4)	"クローク機能　レーダー妨害(10,000)"	Fusion Cutter攻撃　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Spire Teleporting Leech	Spire Teleporting Leech	Spire Teleporting Leech	1		Fleet Ships	48	100	"2,400"	800	00:20	200	Minor Electric	"2,240"	1	1	"5,500"	Medium	300	"117,000"	"100,000"	Command-Grade(x0.1)　Composite(x3.2)　Refractive(x3.2)	テレポート機能　敵艦を鹵獲　防御貫通(750)	狙撃　トラクタービーム　鹵獲　麻痺攻撃　機雷		lol
Spire Teleporting Leech Mark II	Spire Teleporting Leech	Spire Teleporting Leech	2		Fleet Ships	48	100	"5,000"	"1,600"	00:42	400	Minor Electric	"4,480"	1	1	"5,500"	Medium	600	"234,000"	"100,000"	Command-Grade(x0.1)　Composite(x3.2)　Refractive(x3.2)	"テレポート機能　敵艦を鹵獲　防御貫通(1,500)"	狙撃　トラクタービーム　鹵獲　麻痺攻撃　機雷		lol
Spire Teleporting Leech Mark III	Spire Teleporting Leech	Spire Teleporting Leech	3		Fleet Ships	48	100	"10,000"	"3,200"	01:24	400	Minor Electric	"6,720"	1	1	"5,500"	Medium	900	"350,000"	"100,000"	Command-Grade(x0.1)　Composite(x3.2)　Refractive(x3.2)	"テレポート機能　敵艦を鹵獲　防御貫通(2,250)"	狙撃　トラクタービーム　鹵獲　麻痺攻撃　機雷		lol
Spire Teleporting Leech Mark IV	Spire Teleporting Leech	Spire Teleporting Leech	4		Fleet Ships	48	100	"15,000"	"4,800"	02:06	400	Minor Electric	"8,960"	1	1	"5,500"	Medium	"1,200"	"468,000"	"100,000"	Command-Grade(x0.1)　Composite(x3.2)　Refractive(x3.2)	"テレポート機能　敵艦を鹵獲　防御貫通(3,000)"	狙撃　トラクタービーム　鹵獲　麻痺攻撃　機雷		lol
Spire Teleporting Leech Mark V	Spire Teleporting Leech	Spire Teleporting Leech	5		Fleet Ships	48	100	"20,000"	"6,600"	02:47	400	Minor Electric	"11,200"	1	1	"5,500"	Medium	"1,500"	"584,000"	"100,000"	Command-Grade(x0.1)　Composite(x3.2)　Refractive(x3.2)	"テレポート機能　敵艦を鹵獲　防御貫通(3,750)"	狙撃　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　EMP　機雷		lol
Spire Tractor Platform	Spire Tractor Platform	Spire Tractor Platform	1		Fleet Ships	5	50	"4,000"	"12,000"	01:40	"1,000"	Shell	"6,980"	21	6	"4,250"	Heavy	0	"1,600,000"	"100,000"	Light(x2)　Ultra-Light(x2)	"トラクタービーム(対象30、射程1,500)　防御貫通(750)"	Fusion Cutter攻撃　トラクタービーム　鹵獲　麻痺攻撃　即死		lol
Spire Tractor Platform Mark II	Spire Tractor Platform	Spire Tractor Platform	2		Fleet Ships	5	50	"8,000"	"24,000"	03:20	"2,000"	Shell	"13,900"	21	6	"4,750"	Heavy	0	"3,200,000"	"100,000"	Light(x2)　Ultra-Light(x2)	"トラクタービーム(対象60、射程2,000)　防御貫通(1,500)"	Fusion Cutter攻撃　トラクタービーム　鹵獲　麻痺攻撃　即死		lol
Spire Tractor Platform Mark III	Spire Tractor Platform	Spire Tractor Platform	3		Fleet Ships	5	50	"16,000"	"48,000"	06:40	"2,000"	Shell	"21,000"	21	6	"5,250"	Heavy	0	"4,800,000"	"100,000"	Light(x2)　Ultra-Light(x2)	"トラクタービーム(対象90、射程2,500)　防御貫通(2,250)"	Fusion Cutter攻撃　トラクタービーム　鹵獲　麻痺攻撃　即死		lol
Spire Tractor Platform Mark IV	Spire Tractor Platform	Spire Tractor Platform	4		Fleet Ships	5	50	"24,000"	"70,000"	09:44	"2,000"	Shell	"27,800"	21	6	"5,750"	Heavy	0	"6,400,000"	"100,000"	Light(x2)　Ultra-Light(x2)	"トラクタービーム(対象120、射程3,000)　防御貫通(3,000)"	Fusion Cutter攻撃　トラクタービーム　鹵獲　麻痺攻撃　即死		lol
Spire Tractor Platform Mark V	Spire Tractor Platform	Spire Tractor Platform	5		Fleet Ships	5	50	"32,000"	"95,000"	13:12	"2,000"	Shell	"34,800"	21	6	"6,250"	Heavy	0	"8,000,000"	"100,000"	Light(x2)　Ultra-Light(x2)	"トラクタービーム(対象150、射程3,500)　防御貫通(3,750)"	Fusion Cutter攻撃　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Tachyon MicroFighter	Tachyon MicroFighter	Tachyon MicroFighter	1		Fleet Ships	144	84	100	400	00:04	50	Shell	"2,360"	1	3	"4,200"	Light	300	"100,000"	100	Close-Combat(x6)　Medium(x6)　Polycrystal(x6)	タキオンビーム照射(射程300)　防御貫通(750)	機雷		lol
Tachyon MicroFighter Mark II	Tachyon MicroFighter	Tachyon MicroFighter	2		Fleet Ships	144	84	200	800	00:07	100	Shell	"4,720"	1	3	"4,200"	Light	600	"200,000"	100	Close-Combat(x6)　Medium(x6)　Polycrystal(x6)	"タキオンビーム照射(射程500)　防御貫通(1,500)"	機雷		lol
Tachyon MicroFighter Mark III	Tachyon MicroFighter	Tachyon MicroFighter	3		Fleet Ships	144	84	400	"1,600"	00:14	100	Shell	"7,080"	1	3	"4,200"	Light	900	"300,000"	100	Close-Combat(x6)　Medium(x6)　Polycrystal(x6)	"タキオンビーム照射(射程700)　防御貫通(2,250)"	機雷		lol
Tachyon MicroFighter Mark IV	Tachyon MicroFighter	Tachyon MicroFighter	4		Fleet Ships	144	84	600	"2,400"	00:20	100	Shell	"9,400"	1	3	"4,200"	Light	"1,200"	"400,000"	100	Close-Combat(x6)　Medium(x6)　Polycrystal(x6)	"タキオンビーム照射(射程900)　防御貫通(3,000)"	機雷		lol
Tachyon MicroFighter Mark V	Tachyon MicroFighter	Tachyon MicroFighter	5		Fleet Ships	144	84	800	"3,200"	00:27	100	Shell	"11,800"	1	3	"4,200"	Light	"1,500"	"500,000"	100	Close-Combat(x6)　Medium(x6)　Polycrystal(x6)	"タキオンビーム照射(射程1100)　防御貫通(3,750)"	鹵獲　核攻撃　EMP　機雷		lol
Tackle Drone Launcher	Tackle Drone Launcher	Tackle Drone Launcher	1		Fleet Ships	8	76	"22,000"	"11,000"	03:04	"1,050"	Laser	"11,200"	3	4	"6,000"	Medium	0	"1,240,000"	"100,000"			トラクタービーム　鹵獲　麻痺攻撃　即死　クローク付加	6秒ごとにTackle Droneを射出	lol
Tackle Drone Launcher II	Tackle Drone Launcher	Tackle Drone Launcher	2		Fleet Ships	8	76	"44,000"	"22,000"	06:07	"2,100"	Laser	"22,400"	3	4	"6,000"	Medium	0	"2,500,000"	"100,000"			トラクタービーム　鹵獲　麻痺攻撃　即死　クローク付加	6秒ごとにTackle Drone IIを射出	lol
Tackle Drone Launcher III	Tackle Drone Launcher	Tackle Drone Launcher	3		Fleet Ships	8	76	"90,000"	"44,000"	12:31	"2,100"	Laser	"33,600"	3	4	"6,000"	Medium	0	"3,740,000"	"100,000"			トラクタービーム　鹵獲　麻痺攻撃　即死　クローク付加	6秒ごとにTackle Drone IIIを射出	lol
Tackle Drone Launcher IV	Tackle Drone Launcher	Tackle Drone Launcher	4		Fleet Ships	8	76	"130,000"	"66,000"	18:04	"2,100"	Laser	"44,800"	3	4	"6,000"	Medium	0	"5,000,000"	"100,000"			トラクタービーム　鹵獲　麻痺攻撃　即死　クローク付加	6秒ごとにTackle Drone IVを射出	lol
Core Tackle Drone Launcher	Tackle Drone Launcher	Tackle Drone Launcher	5		Fleet Ships	8	76	"180,000"	"90,000"	25:00	"2,100"	Laser	"56,000"	3	4	"6,000"	Medium	0	"6,200,000"	"100,000"			トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP　クローク付加	6秒ごとにCore Tackle Droneを射出	lol
Tackle Drone	Tackle Drone Launcher	Tackle Drone	1	Drone	Fleet Ships	1	610	"50,000"	"50,000"	06:57	0	Energy Bomb	"17,600"	5	0	0	Close-Combat	"80,000"	"60,000"			"自動消耗(0:09)　Stand-Down中は自動消耗停止　トラクタービーム(対象5、射程2,800)　自動攻撃(範囲2,000,000,000)　ワームホール使用不可　防御貫通(999,999)"	Dark Matter弾　Fusion Cutter攻撃　速度強化　トラクタービーム　鹵獲　麻痺攻撃　フォースフィールド(移動のみ)　即死　修理	操作不可　惑星の外側を目指して移動　破壊されると爆発して範囲攻撃	lol
Tackle Drone II	Tackle Drone Launcher	Tackle Drone	2	Drone	Fleet Ships	1	610	"50,000"	"50,000"	06:57	0	Energy Bomb	"35,200"	10	0	0	Close-Combat	"80,000"	"120,000"			"自動消耗(0:09)　Stand-Down中は自動消耗停止　トラクタービーム(対象10、射程2,800)　自動攻撃(範囲2,000,000,000)　ワームホール使用不可　防御貫通(999,999)"	Dark Matter弾　Fusion Cutter攻撃　速度強化　トラクタービーム　鹵獲　麻痺攻撃　フォースフィールド(移動のみ)　即死　修理	操作不可　惑星の外側を目指して移動　破壊されると爆発して範囲攻撃	lol
Tackle Drone III	Tackle Drone Launcher	Tackle Drone	3	Drone	Fleet Ships	1	610	"50,000"	"50,000"	06:57	0	Energy Bomb	"52,800"	15	0	0	Close-Combat	"80,000"	"180,000"			"自動消耗(0:09)　Stand-Down中は自動消耗停止　トラクタービーム(対象15、射程2,800)　自動攻撃(範囲2,000,000,000)　ワームホール使用不可　防御貫通(999,999)"	Dark Matter弾　Fusion Cutter攻撃　速度強化　トラクタービーム　鹵獲　麻痺攻撃　フォースフィールド(移動のみ)　即死　修理	操作不可　惑星の外側を目指して移動　破壊されると爆発して範囲攻撃	lol
Tackle Drone IV	Tackle Drone Launcher	Tackle Drone	4	Drone	Fleet Ships	1	610	"50,000"	"50,000"	06:57	0	Energy Bomb	"70,400"	20	0	0	Close-Combat	"80,000"	"240,000"			"自動消耗(0:09)　Stand-Down中は自動消耗停止　トラクタービーム(対象20、射程2,800)　自動攻撃(範囲2,000,000,000)　ワームホール使用不可　防御貫通(999,999)"	Dark Matter弾　Fusion Cutter攻撃　速度強化　トラクタービーム　鹵獲　麻痺攻撃　フォースフィールド(移動のみ)　即死　修理	操作不可　惑星の外側を目指して移動　破壊されると爆発して範囲攻撃	lol
Core Tackle Drone	Tackle Drone Launcher	Tackle Drone	5	Drone	Fleet Ships	1	610	"50,000"	"50,000"	06:57	0	Energy Bomb	"88,000"	25	0	0	Close-Combat	"80,000"	"300,000"			"自動消耗(0:09)　Stand-Down中は自動消耗停止　トラクタービーム(対象25、射程2,800)　自動攻撃(範囲2,000,000,000)　ワームホール使用不可　防御貫通(999,999)"	Dark Matter弾　Fusion Cutter攻撃　速度強化　トラクタービーム　鹵獲　麻痺攻撃　フォースフィールド(移動のみ)　核攻撃　即死　EMP　修理	操作不可　惑星の外側を目指して移動　破壊されると爆発して範囲攻撃	lol
Teleport Battle Station	Teleport Battle Station	Teleport Battle Station	1		Fleet Ships	24	84	"1,000"	"1,000"	00:09	200	Minor Electric	"2,840"	8	4	"3,100"	Medium	900	"400,000"		Light(x2.4)　Polycrystal(x2.4)　Swarmer(x2.4)　Ultra-Light(x2.4)	テレポート機能　防御貫通(600)	トラクタービーム		lol
Teleport Battle Station Mark II	Teleport Battle Station	Teleport Battle Station	2		Fleet Ships	24	84	"2,000"	"2,000"	00:17	400	Minor Electric	"5,680"	8	4	"3,100"	Medium	"1,800"	"800,000"		Light(x2.4)　Polycrystal(x2.4)　Swarmer(x2.4)　Ultra-Light(x2.4)	"テレポート機能　防御貫通(1,200)"	トラクタービーム		lol
Teleport Battle Station Mark III	Teleport Battle Station	Teleport Battle Station	3		Fleet Ships	24	84	"4,000"	"4,000"	00:34	400	Minor Electric	"8,560"	8	4	"3,100"	Medium	"2,700"	"1,200,000"		Light(x2.4)　Polycrystal(x2.4)　Swarmer(x2.4)　Ultra-Light(x2.4)	"テレポート機能　防御貫通(1,800)"	トラクタービーム		lol
